date,Price(USD$ / Ounce),BTC_USD$_x,Rolling_Corr_GOLD_BTC,VIX_value,BTC_USD$_y,Rolling_Corr_VIX_BTC
2015-03-12,1153.3,296.05,,15.42,296.05,
2015-03-13,1158.73,284.0,,16.0,284.0,
2015-03-16,1153.84,292.37,,15.61,292.37,
2015-03-17,1148.55,286.74,,15.66,286.74,
2015-03-18,1166.75,258.5,,13.97,258.5,
2015-03-19,1170.9,263.05,,14.07,263.05,
2015-03-20,1182.18,263.31,,13.02,263.31,
2015-03-23,1188.7,267.53,,13.41,267.53,
2015-03-24,1192.73,246.15,,13.62,246.15,
2015-03-25,1195.25,246.88,,15.44,246.88,
2015-03-26,1203.98,249.88,,15.8,249.88,
2015-03-27,1198.8,247.81,,15.07,247.81,
2015-03-30,1185.7,248.78,,14.51,248.78,
2015-03-31,1183.1,245.5,,15.29,245.5,
2015-04-01,1204.0,247.87,,15.11,247.87,
2015-04-02,1201.84,254.39,,14.67,254.39,
2015-04-06,1214.3,256.85,,14.74,256.85,
2015-04-07,1208.2,254.27,,14.78,254.27,
2015-04-08,1202.4,246.58,,13.98,246.58,
2015-04-09,1194.46,244.74,,13.09,244.74,
2015-04-10,1207.65,236.78,,12.58,236.78,
2015-04-13,1198.27,225.73,,13.94,225.73,
2015-04-14,1193.08,221.05,,13.67,221.05,
2015-04-15,1201.3,224.35,,12.84,224.35,
2015-04-16,1197.15,229.45,,12.6,229.45,
2015-04-17,1204.15,223.62,,13.89,223.62,
2015-04-20,1196.1,225.37,,13.3,225.37,
2015-04-21,1202.28,235.89,,13.25,235.89,
2015-04-22,1186.9,233.98,,12.71,233.98,
2015-04-23,1193.6,235.99,,12.48,235.99,
2015-04-24,1178.87,231.51,,12.29,231.51,
2015-04-27,1201.55,227.58,,13.12,227.58,
2015-04-28,1211.6,225.64,,12.41,225.64,
2015-04-29,1204.3,225.6,,13.39,225.6,
2015-04-30,1183.85,236.81,,14.55,236.81,
2015-05-01,1178.1,233.14,,12.7,233.14,
2015-05-04,1187.8,239.75,,12.85,239.75,
2015-05-05,1192.83,236.76,,14.31,236.76,
2015-05-06,1191.3,230.0,,15.15,230.0,
2015-05-07,1184.3,237.99,,15.13,237.99,
2015-05-08,1187.65,244.54,,12.86,244.54,
2015-05-11,1183.7,242.86,,13.85,242.86,
2015-05-12,1193.1,242.03,,13.86,242.03,
2015-05-13,1215.23,236.32,,13.76,236.32,
2015-05-14,1221.12,237.46,,12.74,237.46,
2015-05-15,1223.1,237.82,,12.38,237.82,
2015-05-18,1225.24,234.04,,12.73,234.04,
2015-05-19,1207.34,232.59,,12.85,232.59,
2015-05-20,1209.17,234.54,,12.88,234.54,
2015-05-21,1205.95,235.77,,12.11,235.77,
2015-05-22,1205.88,240.45,,12.13,240.45,
2015-05-26,1186.55,236.79,,14.06,236.79,
2015-05-27,1187.4,237.35,,13.27,237.35,
2015-05-28,1187.7,237.34,,13.31,237.34,
2015-05-29,1189.75,236.89,,13.84,236.89,
2015-06-01,1188.65,223.56,,13.97,223.56,
2015-06-02,1193.34,225.85,,14.24,225.85,
2015-06-03,1184.75,225.86,,13.66,225.86,
2015-06-04,1176.05,224.57,,14.71,224.57,
2015-06-05,1171.25,224.97,,14.21,224.97,
2015-06-08,1173.45,229.1,,15.29,229.1,
2015-06-09,1176.2,229.18,,14.47,229.18,
2015-06-10,1185.98,228.73,,13.22,228.73,
2015-06-11,1181.8,229.69,,12.85,229.69,
2015-06-12,1180.3,229.47,,13.78,229.47,
2015-06-15,1185.9,236.99,,15.39,236.99,
2015-06-16,1181.45,251.91,,14.81,251.91,
2015-06-17,1185.05,250.25,,14.5,250.25,
2015-06-18,1200.92,249.27,,13.19,249.27,
2015-06-19,1199.76,246.33,,13.96,246.33,
2015-06-22,1184.7,247.5,,12.74,247.5,
2015-06-23,1177.94,244.52,,12.11,244.52,
2015-06-24,1174.8,240.04,,13.26,240.04,
2015-06-25,1172.83,242.44,,14.01,242.44,
2015-06-26,1174.58,243.0,,14.02,243.0,
2015-06-29,1179.95,257.54,,18.85,257.54,
2015-06-30,1172.2,263.82,,18.23,263.82,
2015-07-01,1168.5,259.02,,16.09,259.02,
2015-07-02,1165.75,254.85,,16.79,254.85,
2015-07-06,1169.65,269.94,,17.01,269.94,
2015-07-07,1155.15,266.18,,16.09,266.18,
2015-07-08,1157.85,270.97,,19.66,270.97,
2015-07-09,1159.15,269.75,,19.97,269.75,
2015-07-10,1163.56,286.67,,16.83,286.67,
2015-07-13,1157.6,293.08,,13.9,293.08,
2015-07-14,1155.03,287.51,,13.37,287.51,
2015-07-15,1149.25,285.7,,13.23,285.7,
2015-07-16,1144.65,279.38,,12.11,279.38,
2015-07-17,1133.6,280.58,,11.95,280.58,
2015-07-20,1096.55,280.0,,12.25,280.0,
2015-07-21,1101.01,277.32,,12.22,277.32,
2015-07-22,1092.95,277.89,,12.12,277.89,
2015-07-23,1090.4,277.39,,12.64,277.39,
2015-07-24,1098.35,289.12,,13.74,289.12,
2015-07-27,1094.02,294.21,,15.6,294.21,
2015-07-28,1094.95,295.76,,13.44,295.76,
2015-07-29,1096.31,290.19,,12.5,290.19,
2015-07-30,1087.49,288.49,,12.13,288.49,
2015-07-31,1095.4,285.19,,12.12,285.19,
2015-08-03,1085.75,280.95,,12.56,280.95,
2015-08-04,1087.0,285.51,,13.0,285.51,
2015-08-05,1084.65,282.77,,12.51,282.77,
2015-08-06,1089.01,279.65,,13.77,279.65,
2015-08-07,1093.8,279.94,,13.39,279.94,
2015-08-10,1104.11,265.15,,12.23,265.15,
2015-08-11,1108.61,271.99,,13.71,271.99,
2015-08-12,1124.9,266.94,,13.61,266.94,
2015-08-13,1114.65,264.67,,13.49,264.67,
2015-08-14,1113.7,266.17,,12.83,266.17,
2015-08-17,1117.26,257.31,,13.02,257.31,
2015-08-18,1117.61,221.99,,13.79,221.99,
2015-08-19,1134.06,227.34,,15.25,227.34,
2015-08-20,1152.76,235.56,,19.14,235.56,
2015-08-21,1160.65,232.85,,28.03,232.85,
2015-08-24,1154.65,211.16,,40.74,211.16,
2015-08-25,1140.25,223.73,,36.02,223.73,
2015-08-26,1125.15,226.81,,30.32,226.81,
2015-08-27,1125.31,225.8,,26.1,225.8,
2015-08-28,1133.56,231.55,,26.05,231.55,
2015-08-31,1134.1,230.75,,28.43,230.75,
2015-09-01,1139.7,228.22,,31.4,228.22,
2015-09-02,1133.65,229.97,,26.09,229.97,
2015-09-03,1124.85,227.25,,25.61,227.25,
2015-09-04,1122.6,231.39,,27.8,231.39,
2015-09-08,1121.4,244.14,,24.9,244.14,
2015-09-09,1105.7,238.75,,26.23,238.75,
2015-09-10,1111.15,238.52,,24.37,238.52,
2015-09-11,1107.5,240.9,,23.2,240.9,
2015-09-14,1108.4,231.01,,24.25,231.01,
2015-09-15,1105.0,230.6,,22.54,230.6,
2015-09-16,1119.15,229.73,,21.35,229.73,
2015-09-17,1131.2,233.34,,21.14,233.34,
2015-09-18,1139.0,233.78,,22.28,233.78,
2015-09-21,1133.1,227.31,,20.14,227.31,
2015-09-22,1124.6,231.28,,22.44,231.28,
2015-09-23,1130.0,230.26,,22.13,230.26,
2015-09-24,1153.62,235.27,,23.47,235.27,
2015-09-25,1145.86,235.89,,23.62,235.89,
2015-09-28,1131.65,239.99,,27.63,239.99,
2015-09-29,1127.06,236.89,,26.83,236.89,
2015-09-30,1114.6,237.14,,24.5,237.14,
2015-10-01,1113.16,238.34,,22.55,238.34,
2015-10-02,1137.74,238.28,,20.94,238.28,
2015-10-05,1135.6,240.95,,19.54,240.95,
2015-10-06,1146.7,246.64,-0.19384649231788537,19.4,246.64,
2015-10-07,1145.0,244.0,-0.2122713922678411,18.4,244.0,
2015-10-08,1138.56,242.94,-0.22916071936826304,17.42,242.94,
2015-10-09,1157.13,244.35,-0.25416666775820856,17.08,244.35,
2015-10-12,1163.6,246.39,-0.2808153279789604,16.17,246.39,
2015-10-13,1168.4,250.99,-0.30978467060311055,17.67,250.99,
2015-10-14,1184.81,253.27,-0.34884196681845653,18.03,253.27,-0.28172119786067434
2015-10-15,1182.7,254.99,-0.3851699231910077,16.05,254.99,-0.28272485444470874
2015-10-16,1176.9,263.43,-0.40907457667479225,15.05,263.43,-0.2793923545521894
2015-10-19,1170.3,265.17,-0.41905103203972954,14.98,265.17,-0.27468955525215694
2015-10-20,1175.7,271.14,-0.4228854624102011,15.75,271.14,-0.2692089841565674
2015-10-21,1166.7,268.77,-0.42657951655687065,16.7,268.77,-0.27181671505544736
2015-10-22,1165.65,275.84,-0.41545349337205345,14.45,275.84,-0.29571053180916695
2015-10-23,1163.86,278.76,-0.39982014105825847,14.46,278.76,-0.3308565334392222
2015-10-26,1162.8,287.1,-0.3927313467406002,15.29,287.1,-0.3443497153262875
2015-10-27,1166.55,295.61,-0.3794378244147227,15.43,295.61,-0.34666995634912884
2015-10-28,1155.7,304.09,-0.3711820345151285,14.33,304.09,-0.35020467619346246
2015-10-29,1145.51,316.08,-0.3648182724375655,14.61,316.08,-0.34644597658585435
2015-10-30,1142.0,329.11,-0.3631379964056453,15.07,329.11,-0.3333505051202991
2015-11-02,1133.35,365.21,-0.38160298428699063,14.15,365.21,-0.31976631777498155
2015-11-03,1117.21,404.1,-0.3975419832070449,14.54,404.1,-0.30021356238318886
2015-11-04,1107.06,410.0,-0.40491319138056814,15.51,410.0,-0.2799026949242497
2015-11-05,1103.55,387.21,-0.4153403555056747,15.05,387.21,-0.2722637682192736
2015-11-06,1088.26,374.09,-0.43093597616749973,14.33,374.09,-0.27017009174416173
2015-11-09,1091.71,379.53,-0.447773718248695,16.52,379.53,-0.2588848796127145
2015-11-10,1089.51,337.14,-0.457971256086576,15.29,337.14,-0.25790106453185935
2015-11-11,1085.76,313.2,-0.4649928631361202,16.06,313.2,-0.2546147225240287
2015-11-12,1084.65,336.49,-0.47197095232127295,18.37,336.49,-0.2442350370892578
2015-11-13,1083.26,338.07,-0.4807242071569756,20.08,338.07,-0.22753948780884395
2015-11-16,1082.46,332.89,-0.48795643908214476,18.16,332.89,-0.2188073675217078
2015-11-17,1069.96,336.49,-0.4971651344527442,18.84,336.49,-0.20901347152077712
2015-11-18,1070.76,335.49,-0.5058033233020798,16.85,335.49,-0.20372013093560443
2015-11-19,1082.0,326.41,-0.5115545922453709,16.99,326.41,-0.20033370889103763
2015-11-20,1077.71,322.39,-0.5191987663310795,15.47,322.39,-0.19972039273176725
2015-11-23,1068.94,323.0,-0.527049212189768,15.62,323.0,-0.19747207316244147
2015-11-24,1075.11,321.0,-0.5347808677696954,15.93,321.0,-0.19610621315307467
2015-11-25,1071.01,328.98,-0.5427119465574013,15.19,328.98,-0.19624903237827232
2015-11-27,1058.41,358.19,-0.5661828047465965,15.12,358.19,-0.19747805447374273
2015-11-30,1064.02,376.86,-0.5780851911144149,16.13,376.86,-0.19455556742449168
2015-12-01,1069.11,362.68,-0.5874721692486666,14.67,362.68,-0.1959107684754497
2015-12-02,1053.31,360.0,-0.5981678610877117,15.91,360.0,-0.19449880877473294
2015-12-03,1062.17,361.77,-0.6071320457309252,18.11,361.77,-0.18714849843215103
2015-12-04,1086.61,363.98,-0.6143885354833604,14.81,363.98,-0.18922084757057966
2015-12-07,1069.99,394.73,-0.6276014045158677,15.84,394.73,-0.1872342774909254
2015-12-08,1074.31,418.94,-0.638877163325499,17.6,418.94,-0.17783165006036014
2015-12-09,1072.81,418.39,-0.6481367700218089,19.61,418.39,-0.16180318636653582
2015-12-10,1071.14,415.68,-0.6578995484383627,19.34,415.68,-0.14850263254145726
2015-12-11,1074.51,452.95,-0.661077497865191,24.39,452.95,-0.10883447577210965
2015-12-14,1062.6,444.01,-0.6694533399852264,22.73,444.01,-0.08002075412079251
2015-12-15,1060.36,464.27,-0.6766865887259881,20.95,464.27,-0.05771247122681858
2015-12-16,1072.56,453.97,-0.6808258966427501,17.86,453.97,-0.050666967244912486
2015-12-17,1051.36,455.5,-0.6897382766939271,18.94,455.5,-0.04003763167335575
2015-12-18,1065.81,463.17,-0.6943815379724823,20.7,463.17,-0.023492796134919655
2015-12-21,1078.06,436.81,-0.6977445615975648,18.7,436.81,-0.015944373830789522
2015-12-22,1071.96,433.92,-0.701931556127759,16.6,433.92,-0.015612753364766235
2015-12-23,1070.1,442.43,-0.7057417672773403,15.57,442.43,-0.01846369005523338
2015-12-24,1075.13,455.74,-0.7080864696957084,15.74,455.74,-0.02028036268943206
2015-12-28,1068.65,421.94,-0.7159090451705301,16.91,421.94,-0.019057421526954565
2015-12-29,1068.61,433.89,-0.7196347487971329,16.08,433.89,-0.01983608740367871
2015-12-30,1060.7,427.95,-0.7243566204037604,17.29,427.95,-0.017609122350405796
2015-12-31,1060.91,430.35,-0.7294147639233827,18.21,430.35,-0.01414438659380527
2016-01-04,1074.3,433.85,-0.7362851328413337,20.7,433.85,-0.004244426984819338
2016-01-05,1077.26,433.34,-0.7379855519750934,19.34,433.34,0.001501286114475059
2016-01-06,1094.3,430.87,-0.7381104125025048,20.59,430.87,0.010147687487723362
2016-01-07,1109.1,459.07,-0.7340400343936965,24.99,459.07,0.031051433032772375
2016-01-08,1103.84,454.44,-0.7322493288478114,27.01,454.44,0.056185026086060755
2016-01-11,1093.86,449.19,-0.7332716356014862,24.3,449.19,0.07296483876936981
2016-01-12,1086.66,434.01,-0.7354095029040247,22.47,434.01,0.08325916428188931
2016-01-13,1093.11,432.77,-0.7358207258139863,25.22,432.77,0.09822741467963828
2016-01-14,1077.6,430.03,-0.737771919074807,23.95,430.03,0.11013577359796449
2016-01-15,1088.71,357.53,-0.7387259626201086,27.02,357.53,0.11768993488304076
2016-01-19,1086.72,375.27,-0.7391077511528752,26.05,375.27,0.1262299533960134
2016-01-20,1100.62,418.54,-0.7375703992323429,27.59,418.54,0.14153617181898326
2016-01-21,1101.21,409.38,-0.7364644214697955,26.69,409.38,0.1537184580244685
2016-01-22,1097.91,382.9,-0.7359954560338964,22.34,382.9,0.1574304368422726
2016-01-25,1107.66,391.4,-0.7344786491911864,24.15,391.4,0.16300259673591658
2016-01-26,1120.17,391.54,-0.7322936214575253,22.5,391.54,0.1657737700153071
2016-01-27,1125.19,394.79,-0.7288796881675856,23.11,394.79,0.16966064497504654
2016-01-28,1114.74,379.61,-0.727444389166836,22.42,379.61,0.17138043707464806
2016-01-29,1117.64,378.68,-0.7254944095970767,20.2,378.68,0.17017968376192885
2016-02-01,1128.46,371.33,-0.7226564462664224,19.98,371.33,0.16857821204525147
2016-02-02,1128.71,372.93,-0.7198388590938717,21.98,372.93,0.1694401215549854
2016-02-03,1142.53,368.87,-0.7153523636737624,21.65,368.87,0.1693013303011674
2016-02-04,1155.36,387.99,-0.7076999315112242,21.84,387.99,0.17046782895426935
2016-02-05,1173.29,384.5,-0.6969498897787785,23.38,384.5,0.17238617534994247
2016-02-08,1190.76,371.14,-0.6845860709266238,26.0,371.14,0.17515340523068154
2016-02-09,1188.46,372.68,-0.6724503317093078,26.54,372.68,0.17781220982300722
2016-02-10,1197.11,378.44,-0.6573641657696653,26.29,378.44,0.18102130963932772
2016-02-11,1246.51,378.23,-0.6302665303702981,28.14,378.23,0.18457415163154794
2016-02-12,1237.66,382.05,-0.6061138761995629,25.4,382.05,0.18705990909159947
2016-02-16,1199.96,407.42,-0.5685949378442189,24.11,407.42,0.1912198725101827
2016-02-17,1208.76,415.2,-0.5467951469976708,22.31,415.2,0.19189096201010886
2016-02-18,1231.95,421.19,-0.5179730785024662,21.64,421.19,0.1921581816487236
2016-02-19,1227.81,420.72,-0.4908519539314869,20.53,420.72,0.19160058336188002
2016-02-22,1208.36,437.55,-0.4659176458065475,19.38,437.55,0.18969033856769002
2016-02-23,1227.06,419.97,-0.4394190310653652,20.98,419.97,0.19020120416159836
2016-02-24,1228.96,423.94,-0.4123083194967619,20.72,423.94,0.18904015343535127
2016-02-25,1234.26,423.54,-0.38468381084598724,19.11,423.54,0.18607001002853119
2016-02-26,1222.21,430.85,-0.35965934773527425,19.81,430.85,0.18396425876137815
2016-02-29,1237.76,436.44,-0.3301291860965762,20.55,436.44,0.18253543044326437
2016-03-01,1231.86,433.08,-0.3044664764866286,17.7,433.08,0.17601213798943519
2016-03-02,1239.91,420.39,-0.27990669649457023,17.09,420.39,0.16865274294442745
2016-03-03,1263.31,418.8,-0.2516928798056371,16.7,418.8,0.16075786665618166
2016-03-04,1259.06,407.35,-0.22737158722531622,16.86,407.35,0.15338992866524187
2016-03-07,1267.01,412.21,-0.20104015425803498,17.35,412.21,0.14652994971897912
2016-03-08,1260.71,411.18,-0.17660318025421104,18.67,411.18,0.1406103035333146
2016-03-09,1252.56,412.8,-0.1547948143839105,18.34,412.8,0.1344813469531058
2016-03-10,1271.06,415.98,-0.13133393745236482,18.05,415.98,0.12924597749927133
2016-03-11,1248.06,419.39,-0.11206747716432063,16.5,419.39,0.12116574104813586
2016-03-14,1234.9,415.02,-0.09562354134785825,16.92,415.02,0.11373006425860291
2016-03-15,1232.0,415.41,-0.07958260997698936,16.84,415.41,0.10657402933811355
2016-03-16,1262.7,416.07,-0.059082834274048285,14.99,416.07,0.09644284196091138
2016-03-17,1257.15,418.41,-0.04002429095444788,14.44,418.41,0.08587999403565717
2016-03-18,1254.59,409.65,-0.02318796167945051,14.02,409.65,0.07467207016514649
2016-03-21,1243.29,412.0,-0.007363384146274928,13.79,412.0,0.06421951594641681
2016-03-22,1248.0,416.66,0.00789991908093384,14.17,416.66,0.05334844878320349
2016-03-23,1219.8,417.53,0.020632077000043013,14.94,417.53,0.04485807502566683
2016-03-24,1216.19,412.95,0.034044831549361214,14.74,412.95,0.035383872230168735
2016-03-28,1220.65,423.0,0.06082147564271194,15.24,423.0,0.02439345408638874
2016-03-29,1241.8,416.39,0.07427531022913578,13.82,416.39,0.011611688481002072
2016-03-30,1224.45,412.79,0.08565185125505453,13.56,412.79,-0.00010826906528096887
2016-03-31,1231.95,416.03,0.09739384393930328,13.95,416.03,-0.009207152365410712
2016-04-01,1222.11,417.68,0.10852000124287801,13.1,417.68,-0.01923271094715939
2016-04-04,1214.65,419.47,0.11888211062387286,14.12,419.47,-0.028630999903457247
2016-04-05,1230.69,422.36,0.12953072267807825,15.42,422.36,-0.0382580507255911
2016-04-06,1221.85,421.46,0.13912815594689354,14.09,421.46,-0.04867113483115566
2016-04-07,1240.29,421.99,0.1497818600733543,16.16,421.99,-0.0583001713141534
2016-04-08,1240.01,419.48,0.16000562735495957,15.36,419.48,-0.06986779177033618
2016-04-11,1257.55,423.94,0.17116837899743856,16.26,423.94,-0.07966782734698268
2016-04-12,1255.56,427.8,0.1812316536652834,14.85,427.8,-0.09007685740579617
2016-04-13,1242.76,425.58,0.1900825819042763,13.84,425.58,-0.10143283177321996
2016-04-14,1227.01,426.32,0.19795882373016674,13.72,426.32,-0.1065834157081905
2016-04-15,1233.66,430.93,0.2062309324557316,13.62,430.93,-0.11255422205668908
2016-04-18,1231.15,430.97,0.21359705170495646,13.35,430.97,-0.121083868409265
2016-04-19,1250.1,437.06,0.22244016670693303,13.24,437.06,-0.12934445640500108
2016-04-20,1243.3,442.96,0.2307759598958793,13.28,442.96,-0.13708291491889182
2016-04-21,1248.46,452.25,0.23979502299289274,13.95,452.25,-0.145463143576258
2016-04-22,1231.91,448.41,0.2463021950697114,13.22,448.41,-0.15079369172040744
2016-04-25,1237.5,466.17,0.25203577060465654,14.08,466.17,-0.15544544022496853
2016-04-26,1242.59,470.59,0.25840017897285,13.96,470.59,-0.16281562409167197
2016-04-27,1245.7,445.31,0.26238425266220067,13.77,445.31,-0.17131030133001168
2016-04-28,1266.08,451.68,0.26770584503250483,15.22,451.68,-0.1792815971563808
2016-04-29,1293.36,458.82,0.2757752940752843,15.7,458.82,-0.18715910597705557
2016-05-02,1291.21,446.42,0.2819193741312794,14.68,446.42,-0.19765690235683137
2016-05-03,1285.6,452.21,0.2882255558337797,15.6,452.21,-0.2075013125205157
2016-05-04,1279.11,448.68,0.2934315501782008,16.05,448.68,-0.21662674846891644
2016-05-05,1277.66,449.98,0.2979964969432838,15.91,449.98,-0.22635552633173575
2016-05-06,1288.3,462.31,0.3041955696513397,14.72,462.31,-0.23792205669567923
2016-05-09,1263.46,464.16,0.3082830779804213,14.57,464.16,-0.24920338418350363
2016-05-10,1266.0,452.78,0.311646680215129,13.63,452.78,-0.2588367793582818
2016-05-11,1277.31,454.37,0.3152056074147677,14.69,454.37,-0.265277187679832
2016-05-12,1263.11,456.48,0.3181238241026384,14.41,456.48,-0.2740990093189205
2016-05-13,1273.2,457.98,0.32167066817068934,15.04,457.98,-0.2839015714706794
2016-05-16,1273.46,455.66,0.32500435257069926,14.68,455.66,-0.2947222564694451
2016-05-17,1279.6,454.19,0.32869604145361747,15.57,454.19,-0.30511416011650216
2016-05-18,1257.9,455.56,0.3324106664851112,15.95,455.56,-0.3151192836561572
2016-05-19,1254.1,438.38,0.33398426894821354,16.33,438.38,-0.32370885874186633
2016-05-20,1251.91,445.65,0.33574027118853156,15.2,445.65,-0.3344112589108437
2016-05-23,1248.49,445.67,0.33738876204403884,15.82,445.67,-0.3432356739580876
2016-05-24,1226.5,446.99,0.33790233799733344,14.42,446.99,-0.353793649532127
2016-05-25,1223.78,451.49,0.3401589830302918,13.9,451.49,-0.368327257754376
2016-05-26,1219.75,454.97,0.34421241972360817,13.43,454.97,-0.38028338643674137
2016-05-27,1212.15,471.27,0.34913953892678684,13.12,471.27,-0.3938172109863419
2016-05-31,1214.69,531.34,0.35711139284457116,14.19,531.34,-0.40794994346921176
2016-06-01,1212.4,534.84,0.358330337605233,14.2,534.84,-0.423137008182493
2016-06-02,1210.49,537.87,0.35924662043670075,13.63,537.87,-0.43988600829507957
2016-06-03,1244.09,571.25,0.36546300217298106,13.47,571.25,-0.459294598553972
2016-06-06,1244.86,586.77,0.3718061943289375,13.65,586.77,-0.4743898643959467
2016-06-07,1243.39,579.71,0.3783440339327072,14.05,579.71,-0.48064377616788195
2016-06-08,1261.76,583.21,0.3864045377947453,14.08,583.21,-0.47580143965960214
2016-06-09,1268.4,577.46,0.39384096834642945,14.64,577.46,-0.4633536747647589
2016-06-10,1273.8,580.31,0.4013799069074369,17.03,580.31,-0.4467812511612695
2016-06-13,1283.65,706.01,0.4116526441454657,20.97,706.01,-0.40841406734246266
2016-06-14,1285.46,684.95,0.42169649046639757,20.5,684.95,-0.3794456454302997
2016-06-15,1291.11,698.78,0.43074170165068365,20.14,698.78,-0.35203290305322515
2016-06-16,1278.59,769.76,0.43677036342717745,19.37,769.76,-0.3204417052416245
2016-06-17,1298.21,752.26,0.4463933366546512,19.41,752.26,-0.2879521092551191
2016-06-20,1289.75,703.12,0.45374394946398416,18.37,703.12,-0.26916486002058876
2016-06-21,1268.06,667.66,0.4570086069693719,18.48,667.66,-0.25200415093236544
2016-06-22,1265.91,604.5,0.460661189837422,21.17,604.5,-0.22664193056570497
2016-06-23,1255.25,631.1,0.46432788039312234,17.25,631.1,-0.2159696609673476
2016-06-24,1315.48,669.98,0.47605148278582715,25.76,669.98,-0.17223927914292103
2016-06-27,1324.39,657.87,0.48725123829065825,23.85,657.87,-0.14033095743089533
2016-06-28,1312.11,648.43,0.4955522659074388,18.75,648.43,-0.12754885363426222
2016-06-29,1318.51,639.42,0.5042839589128184,16.64,639.42,-0.11812645131780465
2016-06-30,1321.78,673.49,0.5161566943122852,15.63,673.49,-0.11508822273704002
2016-07-01,1341.91,678.19,0.528720464994707,14.77,678.19,-0.1169422777221965
2016-07-05,1355.69,669.87,0.5504585056187571,15.58,669.87,-0.11645596278560193
2016-07-06,1363.51,678.79,0.5601166630596628,14.96,678.79,-0.11539298903611711
2016-07-07,1360.2,641.97,0.5673663113442975,14.76,641.97,-0.1180587509642707
2016-07-08,1366.4,667.33,0.5777519734804768,13.2,667.33,-0.12053285055453271
2016-07-11,1354.85,650.97,0.5861632097562194,13.54,650.97,-0.1216539345310577
2016-07-12,1331.25,666.56,0.5940504542746771,13.55,666.56,-0.1204158791221443
2016-07-13,1342.45,655.34,0.602040139627028,13.04,655.34,-0.11931970262031337
2016-07-14,1334.7,661.65,0.6089099205314672,12.82,661.65,-0.11100426325803729
2016-07-15,1337.45,667.48,0.6174413944236424,12.67,667.48,-0.10380445106885464
2016-07-18,1328.39,675.5,0.6257841125452089,12.44,675.5,-0.10179412251929995
2016-07-19,1331.73,673.98,0.6343846696743012,11.97,673.98,-0.10471029725110663
2016-07-20,1315.51,666.92,0.6431877283506678,11.77,666.92,-0.11083072166486448
2016-07-21,1330.7,667.28,0.6524867084989152,12.74,667.28,-0.11739440864223225
2016-07-22,1322.01,654.67,0.6601007038686505,12.02,654.67,-0.12508918879835776
2016-07-25,1315.15,657.79,0.6665904564982349,12.87,657.79,-0.13292300115041272
2016-07-26,1319.84,654.06,0.6734356349122703,13.05,654.06,-0.14226784921491348
2016-07-27,1339.42,657.35,0.6804466101980282,12.83,657.35,-0.1528040378522952
2016-07-28,1335.47,657.4,0.6867954418548629,12.72,657.4,-0.1655440906208384
